"Class","REGION_CENTROID_COL","REGION_CENTROID_ROW","SHORT_LINE_DENSITY_5","VEDGE_MEAN","VEDGE_SD","HEDGE_MEAN","HEDGE_SD","INTENSITY_MEAN","RAWRED_MEAN","RAWBLUE_MEAN","RAWGREEN_MEAN","EXRED_MEAN","EXBLUE_MEAN","EXGREEN_MEAN","VALUE_MEAN","SATURATION_MEAN","HUE_MEAN"
"27","BRICKFACE",-1.43916097493018,0.262176463475835,-0.286498677816793,-0.328110869612989,-0.118552817381062,-0.369070582222586,-0.116422364951033,-0.810562560467858,-0.72127138779854,-0.855062873122205,-0.835492470183515,1.48340948733162,-0.976229987737817,0.106168738089471,-0.868621910567694,0.530678861633991,0.306712815515005
"28","BRICKFACE",0.1801842906637,0.176176686328185,-0.286498677816793,-0.398474157618032,-0.121277636401233,-0.29960106661069,-0.117335075793649,-0.792368268118738,-0.708766121798037,-0.824624554801041,-0.826497317384238,1.41612534571724,-0.875552822348537,0.00519306264948562,-0.848062531573208,0.593713619469147,0.168485899437369
"29","BRICKFACE",-0.0492229552954329,-0.167822422262413,-0.286498677816793,-0.0642484968483672,-0.0963285050416618,0.0709029193954407,-0.103796537361147,-0.435185567051088,-0.364871115453532,-0.423853463638319,-0.51166704227025,1.00280843254618,-0.277412121557458,-0.580466122084167,-0.449724371292646,-0.117190346257677,-0.157246971876482
"30","BRICKFACE",-0.400081096174106,-1.13101992631609,-0.286498677816793,-0.0290669700007639,-0.0530720490490125,-0.10277085400366,-0.101857036844716,-0.279097690718399,-0.23356576898821,-0.218394825814106,-0.391731653622915,0.647163640758885,0.196362780662643,-1.01466161644547,-0.241560521643191,0.0108243309221143,-0.255623121877144
"31","SKY",0.207173378423598,-1.68141850006105,-0.286498677816793,-0.292929592906968,-0.0977760101912883,-0.311179390418923,-0.118285823848743,2.35045634654202,2.38628898032149,2.2445718482091,2.41775370419533,-1.58282520846132,1.18536773581055,-0.358319503434112,2.25383529063531,-1.1029029646476,-0.650346904521028
"32","SKY",0.234162466183496,-1.54381885662481,-0.286498677816793,-0.451247058994819,-0.117158532138737,-0.438539816482959,-0.115913043375303,1.90038694008445,1.79541483681695,1.93257909511938,1.94400926175361,-2.51519119678459,1.78350835665213,-0.398709839042368,1.93773462320338,-0.771790815904813,-0.684633562653968
"33","SKY",-0.791422868692626,-1.40621921318857,-0.286498677816793,-0.416064734227235,-0.123960957067352,-0.461695963918937,-0.116137599642108,1.87740477649095,1.74852011041771,1.9376520960473,1.91102707440159,-2.71704395900971,1.96117411820859,-0.489587980563268,1.94287441880221,-0.709023242850494,-0.682534300980107
"34","SKY",0.544536975422322,-0.408621798275832,-0.286498677816793,-0.328110325000939,-0.120596432853199,-0.380648645520148,-0.114634977859942,1.45606330075691,1.29520385915446,1.68907253941857,1.32034532714092,-2.66898346856971,2.82581324813569,-2.01432117317536,1.69102189023506,-0.408266830665666,-0.556211473438145
"35","SKY",1.39469323985911,-1.76741827720869,-0.286498677816793,-0.275338639502218,-0.120215218899754,-0.369070571802159,-0.111773290786946,2.27289120506648,2.2799940983287,2.20398738421108,2.32480379553419,-1.78467771116186,1.38079992961356,-0.479490419380739,2.2127164632584,-1.03081489200943,-0.646149278951393
"36","SKY",-0.00873932365558597,-1.61261867834293,-0.286498677816793,-0.292928785487939,-0.115146874360508,-0.322758005999106,-0.110185414173331,2.36194736370115,2.42693099212357,2.25725435052891,2.39976344717059,-1.32330063628193,1.20313422135676,-0.661246702422538,2.26668477963239,-1.13319988888221,-0.596849719150841
"37","SKY",0.423086080502781,-1.56101881205434,-0.286498677816793,-0.363293846648495,-0.127749048151481,0.00143316411372742,-0.108816472511493,2.5649575742832,2.72393162940701,2.33588677806099,2.65762483230089,-0.62162309889043,0.498394154241242,-0.196758342757371,2.34635253658679,-1.36440570965318,-0.603023226034474
"38","SKY",-1.39867734329033,-0.563421397141601,-0.286498677816793,-0.39847376499074,-0.130473900806973,-0.380648645520148,-0.113722263218169,1.97507932727021,2.05177275887671,1.93004259465542,1.93501403879215,-0.900371867245813,1.3038113281164,-1.27719857070378,1.93516472540396,-1.07125960331113,-0.485709152699777
"39","SKY",-1.57410641372967,-1.44061912404763,3.47379646852862,-0.169792855746738,-0.105524795127958,-0.160662014546043,-0.112315176889315,1.97220657298042,1.95798344676255,2.00867479390018,1.9230206240605,-1.73661748024644,1.87234131737987,-1.36807671222468,2.01483225106524,-0.880982338471163,-0.550056114497258
"40","SKY",-0.0357284114154839,-1.92221787607446,-0.286498677816793,-0.292929197113326,-0.124342946725345,0.0593250957676954,-0.0676303840971283,2.74977307107885,2.92401568282964,2.43988421023268,2.92148238508795,-0.631235110470238,0.0838412613727453,0.520169164612597,2.45171927153536,-1.45362425049707,-0.757500502617714
"41","SKY",-1.0883028340515,-0.75262090686643,-0.286498677816793,-0.468837613439578,-0.12358082758289,-0.380648645520148,-0.115357712363908,1.82665222384544,1.71413039115983,1.88438512972947,1.8480609724241,-2.52480346788897,1.90195210885699,-0.590563683266696,1.88890610242822,-0.72647128000695,-0.665361216982776
"42","SKY",-1.58760095760962,-1.80181818806775,-0.286498677816793,-0.204974794219728,-0.114721112803036,-0.345913882503987,-0.115661719479554,2.6252856729191,2.82397365611832,2.36378851145188,2.71759217581366,-0.304426457232197,0.320728712482796,-0.227051117183098,2.37462164367349,-1.43787986162641,-0.560607379710847
"43","SKY",0.854911484661148,-1.38901925775904,-0.286498677816793,-0.363292250808533,-0.118981202171757,-0.195396527471961,-0.106514694639588,1.85729536718724,1.76415151706294,1.87677540005026,1.90503009718124,-2.37101119610386,1.65914263803066,-0.338124381069055,1.88119617773685,-0.797490569533497,-0.686152859684061
"44","SKY",0.369107904982985,-1.80181818806775,-0.286498677816793,-0.363292630770429,-0.121025254926066,-0.426961471833872,-0.116708179238045,1.93964847557083,1.80791998464262,1.97316333083007,2.00697517483292,-2.79394005164817,1.82496377385819,-0.176563220392313,1.97885321928717,-0.741474360876207,-0.714748502527763
"45","SKY",-0.0627174991753819,-0.83862068401408,-0.286498677816793,-0.504018738160842,-0.129452079667355,-0.438539816482959,-0.118704137693675,1.67439469518415,1.57969892655927,1.80828920266135,1.59019985714834,-2.2364425149374,2.31058319520788,-1.59022333087473,1.81180824327324,-0.644189892437327,-0.564417614036232
"46","SKY",0.247657010063445,-1.69861845549058,-0.286498677816793,-0.204975205845116,-0.11063385564942,-0.357492485579658,-0.107789560340531,2.34088041272593,2.38316252454389,2.22935261713801,2.40875877807386,-1.51554121391085,1.13799019228887,-0.348221942251583,2.23841567254569,-1.11656888994098,-0.646948301448225
"47","SKY",0.760449677501505,-1.64701858920199,-0.286498677816793,-0.380883600006924,-0.120851859899837,-0.438540076993629,-0.116878726173757,2.61092216002066,2.80208936605475,2.34095977898891,2.72059052949658,-0.362098526711044,0.249662450499946,-0.0452948341412993,2.35149233218562,-1.43827168278492,-0.592619837697104
"48","SKY",-0.238146569614719,-1.75021832177916,-0.286498677816793,-0.398475785121486,-0.11962337863076,-0.29960106661069,-0.115310870810152,2.31885579080395,2.33001525236868,2.23442561806593,2.38477151684331,-1.78467771116186,1.30973356103137,-0.358319503434112,2.24355546814452,-1.05223617008275,-0.660491796896542
"49","SKY",1.36770415209921,-0.683821085148311,-0.286498677816793,-0.328110723960929,-0.119574620748907,-0.322758276930204,-0.114292716723162,1.38424366786094,1.17015125542316,1.66370719234797,1.24538567550452,-3.10152442220202,3.09231159732221,-2.01432117317536,1.66532256530121,-0.269069454278726,-0.576280853668979
"50","SKY",-0.427070183934004,-1.61261867834293,-0.286498677816793,-0.222565351830837,-0.103225562246597,-0.253287688014345,-0.10334010046332,2.36290503464791,2.42067841821073,2.25471762177762,2.41175696984405,-1.39058489035697,1.17944560949493,-0.550173438536581,2.26411465053986,-1.12938082686835,-0.613928344068089
"51","SKY",-0.87239013197232,-1.21701970346374,-0.286498677816793,-0.380883220045028,-0.117786350476692,-0.380648895610392,-0.111896811653081,1.92719965818971,1.91421486663541,1.94526182572651,1.89903336282996,-1.68855759536378,1.70652018155234,-1.13583262327023,1.95058434349358,-0.901103631060775,-0.570273435731317
"52","SKY",0.733460589741608,-0.374221887416772,-0.286498677816793,-0.46883640389421,-0.122639998665532,-0.41538392122131,-0.116118093947987,2.52952633475811,2.63014161387125,2.35617901006,2.61264871749361,-1.13106031817758,0.859647590471115,-0.277539013973883,2.36691195027524,-1.2410125989765,-0.633791107085055
"53","SKY",-0.170673850214974,-1.5954187229134,-0.286498677816793,-0.433655288671994,-0.12523846405936,-0.28802270112075,-0.112108959667354,1.96933381869064,1.90796229272258,1.96555382943819,2.0129719091842,-2.16915843387875,1.58807642934747,-0.429002522589954,1.97114352588892,-0.870292439906047,-0.670069678283533
"54","SKY",-0.292124745134514,-1.01062023830938,-0.286498677816793,-0.398474157618032,-0.115420513680843,-0.264866824615869,-0.11006713398775,1.85346494195071,1.78290957644382,1.87677540005026,1.87504642542485,-2.15954642229894,1.68283124989249,-0.600661244449224,1.88119617773685,-0.820088445979855,-0.650918083764952
"55","SKY",0.665987870341863,-1.2514196143228,-0.286498677816793,-0.292928785487939,-0.114020155458189,-0.345913882503987,-0.109721685358142,1.81899137337238,1.73601465308653,1.86662939819442,1.82407373817901,-2.2460546130254,1.82496377385819,-0.752124753065296,1.87091658653918,-0.773724804392507,-0.639280955955948
"56","SKY",-0.602499254373341,-1.4234191686181,-0.286498677816793,-0.416065126854527,-0.118296025609411,-0.392226990169235,-0.111573791912302,1.90325982364947,1.77978312066622,1.94018859651126,1.95900100318272,-2.68820757823752,1.81904164754256,-0.277539013973883,1.94544431660163,-0.744188877311079,-0.701738672024762
"57","SKY",-0.777928324812677,-0.890220550302669,-0.286498677816793,-0.0818392761039145,-0.11105951604803,-0.230131811509464,-0.116422379326222,2.29778858127825,2.32376267845584,2.21159688560296,2.35178924853493,-1.63088526636036,1.28012282285391,-0.469392767320069,2.22042615665665,-1.07136979393938,-0.640860083482794
"58","SKY",-0.440564727813953,-1.14821988174562,-0.286498677816793,-0.468838018732267,-0.130814501339495,-0.369070571802159,-0.113684221641795,2.298746252225,2.33314139864077,2.20652388467504,2.35178924853493,-1.55398926023009,1.23866740564786,-0.479490419380739,2.21528636105782,-1.08725681918976,-0.632539412051694
"59","SKY",-0.777928324812677,-1.56101881205434,-0.286498677816793,-0.310520166349821,-0.107060269403578,-0.172240109104886,-0.10604222940589,2.30449176080456,2.31125738994584,2.24203534774514,2.34879105676474,-1.81351365939309,1.45186608499707,-0.570368560901638,2.25126539283589,-1.02319005244068,-0.637004767872074
"60","SKY",0.004755220224363,-1.32021943604092,3.47379646852862,-0.416065525814518,-0.117434254641913,-0.0911922384234764,-0.111475910222766,2.26140018790735,2.24560466043946,2.21413338606692,2.30981189219236,-1.98653004084601,1.52293224038058,-0.509783102928325,2.22299605445607,-0.981406821926579,-0.652358055688417
"61","FOLIAGE",-0.319113832894412,-0.0302227788261739,3.47379646852862,-0.398474157618032,-0.112108282850777,-0.230131540578367,-0.11038279250222,-0.870891008146897,-0.896345210284605,-0.867745496434291,-0.841489234218791,0.474147259305961,-0.691965083715526,0.68173030711371,-0.899460996406406,1.84877563770767,-0.75590829318161
"62","FOLIAGE",-1.39867734329033,-0.013022823396644,-0.286498677816793,-0.468837480452915,-0.122214680827613,-0.450118327858874,-0.11535770928351,-0.944625773510492,-0.927608394981667,-0.976816107598018,-0.913450444469557,0.925912270701163,-0.999918727518855,0.732218163918113,-1.00996770736244,0.582076521383821,-0.708068199914398
"63","FOLIAGE",-1.07480829017155,-0.580621352571131,-0.286498677816793,-0.363292535779955,-0.123661845715613,-0.380648826835575,-0.114634973239346,-0.899618838035744,-0.924482076793329,-0.857599387283406,-0.916448828106322,0.502983354601119,-0.443233257384989,0.227339590421399,-0.889181296500973,2.47601588433082,-0.502439824481567
"64","FOLIAGE",-1.43916097493018,-0.615021263430191,-0.286498677816793,-0.117020929605483,-0.086373946516962,-0.149083815782933,-0.101565038762063,-0.883339735035348,-0.893218895191322,-0.875355077726737,-0.874471459350445,0.627939617599269,-0.668276349264454,0.479778874443412,-0.907170770757248,1.93346212818756,-0.570150696641514
"65","FOLIAGE",-0.980346483011912,-0.357021931987242,-0.286498677816793,-0.380883324534549,-0.119830077913297,-0.369070571802159,-0.113684230882988,-0.884297333587967,-0.908850484726167,-0.860135915141845,-0.880468226084267,0.493371325719673,-0.555754829974556,0.429291023091698,-0.891751222055564,2.09606430193289,-0.590816329775682
"66","FOLIAGE",-0.953357395252014,-0.546221441712071,-0.286498677816793,-0.152202614770543,-0.0960730628211945,-0.369070571802159,-0.116878717035243,-0.87472138942985,-0.911976802633136,-0.822088031508347,-0.89246175955191,0.368415045419884,-0.348478330240638,0.207144468056342,-0.853202373430666,2.29434277002039,-0.54272331959615
"67","FOLIAGE",-0.602499254373341,-0.615021263430191,-0.286498677816793,7.11281027399223,13.0420642672821,8.7777491122828,14.1153146933034,0.784789487031847,0.726214005713493,0.798751973362661,0.816617051030092,-1.17912037607662,0.741203891565925,-0.0250997117762419,0.788978742208119,-0.514438250252451,-0.693680985445951
"68","FOLIAGE",0.207173378423598,0.0213770874624158,-0.286498677816793,-0.292929197113326,-0.121277631573196,-0.311179286214654,-0.108702357126241,-0.893873277746085,-0.921355758604992,-0.865208973141598,-0.89246175955191,0.474147259305961,-0.532066058213717,0.409095891638826,-0.896891075477677,2.42170941193655,-0.594498823104784
"69","FOLIAGE",-0.75093923705278,0.279376418905364,-0.286498677816793,0.287567974840336,-0.090727327347266,-0.102770749799392,-0.102366641406311,-0.491683654131211,-0.477418571359159,-0.489803160563274,-0.502671873279701,0.531819389340542,-0.389933587547686,0.106168738089471,-0.48570328742416,-0.161078019824127,-0.232419405965919
"70","FOLIAGE",-1.56061186984972,-0.7354209514369,-0.286498677816793,0.322749786659361,0.184668345339875,2.93073112278076,0.614772658010346,-0.348044491759449,-0.439902733966041,-0.281808045103833,-0.334762366953066,-0.563951115919773,0.178596135217426,0.28792502113127,-0.305808683637279,0.400396588890796,-0.699700138625741
"71","FOLIAGE",-1.60109550148956,-0.71822099600737,-0.286498677816793,0.692157164257577,0.0694597127135263,0.649815775270492,0.17321110320842,-0.636280384029534,-0.711892442518693,-0.573508474879617,-0.631602376946679,-0.179470220186503,-0.0819800343537948,0.32831532038827,-0.601349844863511,0.901432275840158,-0.672155986302148
"72","FOLIAGE",-0.683466517653035,0.107376864610065,-0.286498677816793,-0.539200796955099,-0.130814496028654,-0.519587841386685,-0.119198524320686,-0.945583369477607,-0.927608394981667,-0.969206528588445,-0.925443979286473,0.935524282280971,-0.940696867406326,0.621144876403839,-1.00225793532453,2.53711075924947,-0.483516265596913
"73","FOLIAGE",-1.12878646569135,-0.82142072858455,-0.286498677816793,4.26309542212392,0.308459295833827,5.0032387675099,0.206132134537937,0.463037903970559,0.407329444145715,0.489295720736897,0.480797930435011,-0.890759682649624,0.563538289908469,-0.0250997117762419,0.475447972575605,-0.551737755921198,-0.651759301831842
"74","FOLIAGE",-1.1962591850911,0.382576151482544,-0.286498677816793,-0.521609960705268,-0.126982721260172,-0.276444544039346,-0.0983202751804908,-0.936965018701099,-0.918229440135286,-0.971743056446885,-0.904455293019552,0.935524282280971,-1.01176309740937,0.742315736006018,-1.00482786087912,-0.75386383441287,-0.763465981493343
"75","FOLIAGE",-0.413575640054055,0.365376196053014,-0.286498677816793,-0.468837489951962,-0.128770883384367,-0.438540083245885,-0.117791428801978,-0.929304263891706,-0.927608394981667,-0.926085591520941,-0.925443979286473,0.772119929709493,-0.739342557947635,0.449486172720197,-0.958569237903377,2.53711075924947,-0.483516265596913
"76","FOLIAGE",-1.43916097493018,-0.563421397141601,-0.286498677816793,-0.275338386194287,-0.122895492385056,-0.403805313977467,-0.117220984640859,-0.886212520351187,-0.911976802633136,-0.847453287264013,-0.898458526285731,0.483759296838226,-0.455077669915244,0.267729862414956,-0.878901605847265,2.21224151443587,-0.528358613706868
"77","FOLIAGE",-0.764433780932729,-0.339821976557712,-0.286498677816793,-0.398474141786286,-0.118212214572466,-0.311179327896362,-0.109615061089302,-0.903449221904202,-0.924482076793329,-0.875355077726737,-0.907453676386463,0.541431426872807,-0.543910470743971,0.358608003935856,-0.907170770757248,2.48280415489037,-0.541917114874627
"78","FOLIAGE",-1.07480829017155,-0.253822199410063,-0.286498677816793,7.46462617573809,0.162678891691553,5.14217765284772,0.04407642794925,0.328974727124991,0.247887318114578,0.390371289493127,0.330878816060381,-1.01571591969532,0.699748580959207,-0.12607541447967,0.375221033225872,-0.282647271057782,-0.654155728052278
"79","FOLIAGE",-0.885884675852269,-0.408621798275832,-0.286498677816793,-0.363292488284718,-0.112421974183341,-0.33433582129051,-0.115851919044355,-0.906321999463527,-0.924482076793329,-0.877891605585177,-0.913450444469557,0.570267487564688,-0.543910470743971,0.32831532038827,-0.909740696311839,2.47601588433082,-0.519009152715841
"80","FOLIAGE",-0.777928324812677,0.227776552616775,-0.286498677816793,1.51892638567459,-0.0462383494787144,0.0130117588530574,-0.0866737177151361,-0.557757675027432,-0.674376619194006,-0.426389986931012,-0.595621781940841,-0.62162309889043,0.462861129849157,-0.136172975662199,-0.452294292221375,1.04508579642418,-0.620180983677331
"81","FOLIAGE",1.36770415209921,-0.219422288551003,-0.286498677816793,-0.504019137120832,-0.129452087714083,-0.438540083245885,-0.11733507404809,-0.915897946207149,-0.924482076793329,-0.903256852209349,-0.913450444469557,0.666387707172596,-0.662354169649162,0.429291023091698,-0.935439919476714,2.43935913533274,-0.523011126789664
"82","FOLIAGE",1.43517687149895,0.0213770874624158,-0.286498677816793,0.48106733823864,0.212512598043541,-0.160662014546043,-0.0534453243061919,-0.881424548272128,-0.886966259377384,-0.870282019726985,-0.880468226084267,0.666387707172596,-0.644587577503614,0.398998312280669,-0.902030917335135,2.07685704170433,-0.499254187196241
"83","FOLIAGE",-0.292124745134514,0.0385770428919457,-0.286498677816793,-0.310520008032365,-0.112464979344627,-0.36907054470905,-0.112405375040264,-0.91302516089131,-0.915103121946948,-0.915939489218675,-0.898458526285731,0.724059819905539,-0.768953482673932,0.55046188451144,-0.948289544936738,2.20196189450935,-0.575324655880032
"84","FOLIAGE",-1.66856822088931,-0.71822099600737,-0.286498677816793,3.24282743891494,6.01748114273583,1.37924544431537,1.9891625165255,-0.407415333129355,-0.533692299311973,-0.307173300859498,-0.400726822613465,-0.833087613170776,0.368106096105466,0.247534758225527,-0.331507916053878,0.756826980955352,-0.70412201633594
"85","FOLIAGE",1.42168232761901,0.0213770874624158,-0.286498677816793,-0.521609960705268,-0.129026333973431,-0.484853080454609,-0.117943547772034,-0.941752990780158,-0.927608394981667,-0.959060426286179,-0.925443979286473,0.897076201358463,-0.89331938784425,0.580754595322468,-0.991978242357887,2.53711075924947,-0.483516265596913
